05-Jan-2019,18:30,05-Jan-2019,18:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,132.62,,52.9,70.14,123.04,1.61,,,,,,,,,,,,,7.86,,,,,,,,,,
05-Jan-2019,18:45,05-Jan-2019,19:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,132.62,,49.16,69.73,118.9,1.6,,,,,,,,,,,,,9.34,,,,,,,,,,
05-Jan-2019,19:00,05-Jan-2019,19:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,157.92,,62.5,78.75,141.25,1.55,,,,,,,,,,,,,5.96,,,,,,,,,,
05-Jan-2019,19:15,05-Jan-2019,19:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,162.58,,65.76,80.51,146.27,1.8,,,,,,,,,,,,,7.06,,,,,,,,,,
05-Jan-2019,19:30,05-Jan-2019,19:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,162.58,,74.69,85.43,160.12,1.86,,,,,,,,,,,,,8.96,,,,,,,,,,
05-Jan-2019,19:45,05-Jan-2019,20:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,162.58,,69.77,83.72,153.49,1.85,,,,,,,,,,,,,10.04,,,,,,,,,,
05-Jan-2019,20:00,05-Jan-2019,20:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,176.69,,42.36,66.8,109.15,1.52,,,,,,,,,,,,,4.06,,,,,,,,,,
05-Jan-2019,20:15,05-Jan-2019,20:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,179.29,,48.99,68.9,117.88,1.67,,,,,,,,,,,,,5.51,,,,,,,,,,
05-Jan-2019,20:30,05-Jan-2019,20:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,179.29,,31.27,57.61,88.89,1.53,,,,,,,,,,,,,5.37,,,,,,,,,,
05-Jan-2019,20:45,05-Jan-2019,21:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,,,41.83,61.91,103.74,1.55,,,,,,,,,,,,,,,,,,,,,,,
05-Jan-2019,21:00,05-Jan-2019,21:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,156.07,,44.05,63.68,107.73,1.58,,,,,,,,,,,,,5.6,,,,,,,,,,
05-Jan-2019,21:15,05-Jan-2019,21:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,151.79,,36.33,62.18,98.51,1.45,,,,,,,,,,,,,7.29,,,,,,,,,,
05-Jan-2019,21:30,05-Jan-2019,21:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,151.79,,41.86,61.08,102.93,1.43,,,,,,,,,,,,,8.49,,,,,,,,,,
05-Jan-2019,21:45,05-Jan-2019,22:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,151.79,,35.16,58.71,93.87,1.2,,,,,,,,,,,,,8.02,,,,,,,,,,
05-Jan-2019,22:00,05-Jan-2019,22:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,140.65,,31.93,55.64,87.56,1.35,,,,,,,,,,,,,6.44,,,,,,,,,,
05-Jan-2019,22:15,05-Jan-2019,22:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,138.6,,26.8,52.14,78.93,1.32,,,,,,,,,,,,,7.06,,,,,,,,,,
05-Jan-2019,22:30,05-Jan-2019,22:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,138.6,,20.88,46.02,66.9,1.3,,,,,,,,,,,,,5.58,,,,,,,,,,
05-Jan-2019,22:45,05-Jan-2019,23:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,138.6,,23.35,48.76,72.12,1.3,,,,,,,,,,,,,5.55,,,,,,,,,,
05-Jan-2019,23:00,05-Jan-2019,23:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,132.55,,24.12,49.05,73.17,1.37,,,,,,,,,,,,,2.73,,,,,,,,,,
05-Jan-2019,23:15,05-Jan-2019,23:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,131.44,,22.68,48.89,71.58,1.46,,,,,,,,,,,,,5.15,,,,,,,,,,
05-Jan-2019,23:30,05-Jan-2019,23:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,131.44,,18.72,42.91,61.63,1.5,,,,,,,,,,,,,5.66,,,,,,,,,,
05-Jan-2019,23:45,06-Jan-2019,00:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,131.44,,16.7,40.4,57.1,1.49,,,,,,,,,,,,,4.79,,,,,,,,,,
06-Jan-2019,00:00,06-Jan-2019,00:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,115.98,,13.12,34.77,47.9,1.22,,,,,,,,,,,,,2.25,,,,,,,,,,
06-Jan-2019,00:15,06-Jan-2019,00:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,113.13,,9.25,29.77,39.01,1.24,,,,,,,,,,,,,6.04,,,,,,,,,,
06-Jan-2019,00:30,06-Jan-2019,00:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,113.13,,6.15,23.48,29.64,1.2,,,,,,,,,,,,,5.76,,,,,,,,,,
06-Jan-2019,00:45,06-Jan-2019,01:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,113.13,,6.24,23.76,30.0,1.19,,,,,,,,,,,,,4.76,,,,,,,,,,
06-Jan-2019,01:00,06-Jan-2019,01:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,93.21,,5.71,20.71,26.42,1.21,,,,,,,,,,,,,3.17,,,,,,,,,,
06-Jan-2019,01:15,06-Jan-2019,01:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,89.54,,5.7,20.88,26.58,1.29,,,,,,,,,,,,,5.84,,,,,,,,,,
06-Jan-2019,01:30,06-Jan-2019,01:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,89.54,,5.57,19.11,24.68,1.31,,,,,,,,,,,,,5.3,,,,,,,,,,
06-Jan-2019,01:45,06-Jan-2019,02:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,89.54,,4.93,17.29,22.21,1.27,,,,,,,,,,,,,4.83,,,,,,,,,,
06-Jan-2019,02:00,06-Jan-2019,02:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,85.47,,4.61,15.41,20.02,1.2,,,,,,,,,,,,,3.91,,,,,,,,,,
06-Jan-2019,02:15,06-Jan-2019,02:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,84.72,,5.18,18.44,23.62,1.26,,,,,,,,,,,,,6.68,,,,,,,,,,
06-Jan-2019,02:30,06-Jan-2019,02:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,84.72,,4.63,14.3,18.93,1.25,,,,,,,,,,,,,5.25,,,,,,,,,,
06-Jan-2019,02:45,06-Jan-2019,03:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,84.72,,5.3,16.37,21.67,1.21,,,,,,,,,,,,,4.19,,,,,,,,,,
06-Jan-2019,03:00,06-Jan-2019,03:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,68.31,,5.25,14.41,19.67,1.3,,,,,,,,,,,,,1.74,,,,,,,,,,
06-Jan-2019,03:15,06-Jan-2019,03:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,65.29,,5.61,17.1,22.71,1.24,,,,,,,,,,,,,3.92,,,,,,,,,,
06-Jan-2019,03:30,06-Jan-2019,03:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,65.29,,5.63,14.94,20.57,1.33,,,,,,,,,,,,,3.4,,,,,,,,,,
06-Jan-2019,03:45,06-Jan-2019,04:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,65.29,,14.49,29.9,44.4,1.28,,,,,,,,,,,,,3.21,,,,,,,,,,
06-Jan-2019,04:00,06-Jan-2019,04:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,68.65,,11.5,24.65,36.15,1.32,,,,,,,,,,,,,3.22,,,,,,,,,,
06-Jan-2019,04:15,06-Jan-2019,04:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,69.27,,8.52,22.46,30.98,1.25,,,,,,,,,,,,,5.2,,,,,,,,,,
06-Jan-2019,04:30,06-Jan-2019,04:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,69.27,,10.15,24.5,34.65,1.27,,,,,,,,,,,,,5.45,,,,,,,,,,
06-Jan-2019,04:45,06-Jan-2019,05:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,69.27,,8.56,21.15,29.72,1.26,,,,,,,,,,,,,4.88,,,,,,,,,,
06-Jan-2019,05:00,06-Jan-2019,05:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,94.3,,23.17,35.07,58.24,1.43,,,,,,,,,,,,,3.63,,,,,,,,,,
06-Jan-2019,05:15,06-Jan-2019,05:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,98.91,,20.28,31.76,52.04,1.46,,,,,,,,,,,,,6.92,,,,,,,,,,
06-Jan-2019,05:30,06-Jan-2019,05:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,98.91,,37.92,47.84,85.75,1.39,,,,,,,,,,,,,7.21,,,,,,,,,,
06-Jan-2019,05:45,06-Jan-2019,06:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,98.91,,28.88,40.3,69.17,1.4,,,,,,,,,,,,,7.51,,,,,,,,,,
06-Jan-2019,06:00,06-Jan-2019,06:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,131.38,,20.0,33.87,53.88,1.31,,,,,,,,,,,,,5.13,,,,,,,,,,
06-Jan-2019,06:15,06-Jan-2019,06:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,137.36,,29.44,43.79,73.23,1.39,,,,,,,,,,,,,7.96,,,,,,,,,,
06-Jan-2019,06:30,06-Jan-2019,06:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,137.36,,38.41,48.41,86.83,1.47,,,,,,,,,,,,,8.61,,,,,,,,,,
06-Jan-2019,06:45,06-Jan-2019,07:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,137.36,,19.06,39.84,58.9,1.41,,,,,,,,,,,,,9.69,,,,,,,,,,
06-Jan-2019,07:00,06-Jan-2019,07:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,151.89,,21.65,36.98,58.63,1.4,,,,,,,,,,,,,6.51,,,,,,,,,,
06-Jan-2019,07:15,06-Jan-2019,07:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,154.57,,51.79,58.55,110.33,1.32,,,,,,,,,,,,,9.29,,,,,,,,,,
06-Jan-2019,07:30,06-Jan-2019,07:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,154.57,,30.34,47.22,77.56,1.31,,,,,,,,,,,,,9.26,,,,,,,,,,
06-Jan-2019,07:45,06-Jan-2019,08:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,154.57,,31.42,44.55,75.97,1.37,,,,,,,,,,,,,8.68,,,,,,,,,,
06-Jan-2019,08:00,06-Jan-2019,08:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,155.86,,20.25,41.99,62.24,1.36,,,,,,,,,,,,,6.21,,,,,,,,,,
06-Jan-2019,08:15,06-Jan-2019,08:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,156.1,,28.93,44.96,73.9,1.4,,,,,,,,,,,,,8.69,,,,,,,,,,
06-Jan-2019,08:30,06-Jan-2019,08:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,156.1,,28.95,45.43,74.38,1.34,,,,,,,,,,,,,9.34,,,,,,,,,,
06-Jan-2019,08:45,06-Jan-2019,09:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,156.1,,34.63,51.1,85.73,1.37,,,,,,,,,,,,,8.9,,,,,,,,,,
06-Jan-2019,09:00,06-Jan-2019,09:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,139.2,,28.56,45.24,73.8,1.32,,,,,,,,,,,,,4.97,,,,,,,,,,
06-Jan-2019,09:15,06-Jan-2019,09:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,136.09,,42.23,59.26,101.49,1.29,,,,,,,,,,,,,7.59,,,,,,,,,,
06-Jan-2019,09:30,06-Jan-2019,09:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,136.09,,21.24,40.3,61.54,1.36,,,,,,,,,,,,,7.31,,,,,,,,,,
06-Jan-2019,09:45,06-Jan-2019,10:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,136.09,,20.55,42.45,63.01,1.3,,,,,,,,,,,,,5.26,,,,,,,,,,
06-Jan-2019,10:00,06-Jan-2019,10:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,132.44,,22.42,43.18,65.59,1.31,,,,,,,,,,,,,3.38,,,,,,,,,,
06-Jan-2019,10:15,06-Jan-2019,10:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,131.77,,24.71,49.58,74.29,1.26,,,,,,,,,,,,,5.77,,,,,,,,,,
06-Jan-2019,10:30,06-Jan-2019,10:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,131.77,,25.2,47.68,72.88,1.25,,,,,,,,,,,,,5.56,,,,,,,,,,
06-Jan-2019,10:45,06-Jan-2019,11:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,131.77,,16.56,41.89,58.45,1.27,,,,,,,,,,,,,5.45,,,,,,,,,,
06-Jan-2019,11:00,06-Jan-2019,11:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,122.1,,18.16,43.74,61.9,1.29,,,,,,,,,,,,,6.67,,,,,,,,,,
06-Jan-2019,11:15,06-Jan-2019,11:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,120.32,,16.08,40.84,56.92,1.29,,,,,,,,,,,,,7.49,,,,,,,,,,
06-Jan-2019,11:30,06-Jan-2019,11:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,120.32,,11.33,34.08,45.41,1.29,,,,,,,,,,,,,7.46,,,,,,,,,,
06-Jan-2019,11:45,06-Jan-2019,12:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,120.32,,16.47,40.47,56.94,1.28,,,,,,,,,,,,,7.16,,,,,,,,,,
06-Jan-2019,12:00,06-Jan-2019,12:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,108.15,,13.69,39.66,53.35,1.28,,,,,,,,,,,,,3.51,,,,,,,,,,
06-Jan-2019,12:15,06-Jan-2019,12:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,105.91,,16.47,42.01,58.48,1.39,,,,,,,,,,,,,6.28,,,,,,,,,,
06-Jan-2019,12:30,06-Jan-2019,12:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,105.91,,20.71,47.66,68.37,1.4,,,,,,,,,,,,,6.27,,,,,,,,,,
06-Jan-2019,12:45,06-Jan-2019,13:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,105.91,,14.65,41.0,55.65,1.42,,,,,,,,,,,,,6.23,,,,,,,,,,
06-Jan-2019,13:00,06-Jan-2019,13:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,100.39,,9.84,35.28,45.12,1.33,,,,,,,,,,,,,2.43,,,,,,,,,,
06-Jan-2019,13:15,06-Jan-2019,13:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,99.38,,10.01,34.99,45.0,1.39,,,,,,,,,,,,,3.12,,,,,,,,,,
06-Jan-2019,13:30,06-Jan-2019,13:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,99.38,,14.06,39.38,53.44,1.43,,,,,,,,,,,,,2.94,,,,,,,,,,
06-Jan-2019,13:45,06-Jan-2019,14:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,99.38,,17.23,44.35,61.58,1.35,,,,,,,,,,,,,3.17,,,,,,,,,,
06-Jan-2019,14:00,06-Jan-2019,14:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,87.23,,13.41,37.4,50.81,1.29,,,,,,,,,,,,,1.94,,,,,,,,,,
06-Jan-2019,14:15,06-Jan-2019,14:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,84.99,,13.62,38.63,52.26,1.36,,,,,,,,,,,,,4.47,,,,,,,,,,
06-Jan-2019,14:30,06-Jan-2019,14:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,84.99,,24.11,52.73,76.85,1.41,,,,,,,,,,,,,5.82,,,,,,,,,,
06-Jan-2019,14:45,06-Jan-2019,15:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,84.99,,28.13,60.53,88.66,1.51,,,,,,,,,,,,,6.44,,,,,,,,,,
06-Jan-2019,15:00,06-Jan-2019,15:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,84.05,,18.65,47.59,66.24,1.46,,,,,,,,,,,,,3.15,,,,,,,,,,
06-Jan-2019,15:15,06-Jan-2019,15:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,83.88,,15.8,42.82,58.62,1.34,,,,,,,,,,,,,6.82,,,,,,,,,,
06-Jan-2019,15:30,06-Jan-2019,15:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,83.88,,20.65,48.84,69.49,1.42,,,,,,,,,,,,,7.9,,,,,,,,,,
06-Jan-2019,15:45,06-Jan-2019,16:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,83.88,,24.64,51.96,76.61,1.39,,,,,,,,,,,,,8.86,,,,,,,,,,
06-Jan-2019,16:00,06-Jan-2019,16:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,81.02,,17.26,47.47,64.73,1.34,,,,,,,,,,,,,3.41,,,,,,,,,,
06-Jan-2019,16:15,06-Jan-2019,16:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,80.5,,18.47,47.14,65.61,1.36,,,,,,,,,,,,,4.95,,,,,,,,,,
06-Jan-2019,16:30,06-Jan-2019,16:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,80.5,,22.5,52.01,74.52,1.44,,,,,,,,,,,,,4.98,,,,,,,,,,
06-Jan-2019,16:45,06-Jan-2019,17:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,80.5,,31.94,59.01,90.95,1.4,,,,,,,,,,,,,5.85,,,,,,,,,,
06-Jan-2019,17:00,06-Jan-2019,17:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,120.4,,25.25,56.72,81.97,1.43,,,,,,,,,,,,,2.95,,,,,,,,,,
06-Jan-2019,17:15,06-Jan-2019,17:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,127.75,,35.07,62.63,97.71,1.46,,,,,,,,,,,,,4.91,,,,,,,,,,
06-Jan-2019,17:30,06-Jan-2019,17:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,127.75,,35.64,64.61,100.25,1.57,,,,,,,,,,,,,6.46,,,,,,,,,,
06-Jan-2019,17:45,06-Jan-2019,18:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,127.75,,38.29,62.8,101.09,1.56,,,,,,,,,,,,,6.07,,,,,,,,,,
06-Jan-2019,18:00,06-Jan-2019,18:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,138.97,,48.56,71.46,120.02,1.57,,,,,,,,,,,,,6.23,,,,,,,,,,
06-Jan-2019,18:15,06-Jan-2019,18:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,141.04,,52.76,74.7,127.46,1.67,,,,,,,,,,,,,6.79,,,,,,,,,,
06-Jan-2019,18:30,06-Jan-2019,18:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,141.04,,35.24,65.15,100.39,1.59,,,,,,,,,,,,,6.65,,,,,,,,,,
06-Jan-2019,18:45,06-Jan-2019,19:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,141.04,,53.42,75.99,129.41,1.71,,,,,,,,,,,,,7.9,,,,,,,,,,
06-Jan-2019,19:00,06-Jan-2019,19:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,158.97,,42.24,68.23,110.46,1.6,,,,,,,,,,,,,7.34,,,,,,,,,,
06-Jan-2019,19:15,06-Jan-2019,19:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,162.27,,47.47,71.99,119.46,1.6,,,,,,,,,,,,,9.58,,,,,,,,,,
06-Jan-2019,19:30,06-Jan-2019,19:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,162.27,,42.34,66.04,108.38,1.5,,,,,,,,,,,,,9.41,,,,,,,,,,
06-Jan-2019,19:45,06-Jan-2019,20:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,162.27,,36.6,60.91,97.51,1.47,,,,,,,,,,,,,9.5,,,,,,,,,,
06-Jan-2019,20:00,06-Jan-2019,20:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,180.84,,31.45,56.84,88.29,1.41,,,,,,,,,,,,,,,,,,,,,,,
06-Jan-2019,20:15,06-Jan-2019,20:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,184.26,,29.96,54.84,84.8,1.38,,,,,,,,,,,,,4.69,,,,,,,,,,
06-Jan-2019,20:30,06-Jan-2019,20:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,184.26,,26.8,52.67,79.47,1.37,,,,,,,,,,,,,4.17,,,,,,,,,,
06-Jan-2019,20:45,06-Jan-2019,21:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,184.26,,23.95,50.03,73.98,1.27,,,,,,,,,,,,,4.94,,,,,,,,,,
06-Jan-2019,21:00,06-Jan-2019,21:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,159.47,,27.06,53.57,80.64,1.33,,,,,,,,,,,,,3.98,,,,,,,,,,
06-Jan-2019,21:15,06-Jan-2019,21:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,154.9,,25.71,53.95,79.67,1.43,,,,,,,,,,,,,8.52,,,,,,,,,,
06-Jan-2019,21:30,06-Jan-2019,21:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,154.9,,25.65,53.47,79.12,1.39,,,,,,,,,,,,,8.59,,,,,,,,,,
06-Jan-2019,21:45,06-Jan-2019,22:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,154.9,,24.35,49.77,74.13,1.42,,,,,,,,,,,,,8.58,,,,,,,,,,
06-Jan-2019,22:00,06-Jan-2019,22:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,137.55,,22.87,50.62,73.5,1.42,,,,,,,,,,,,,6.95,,,,,,,,,,
06-Jan-2019,22:15,06-Jan-2019,22:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,134.36,,23.09,48.81,71.91,1.41,,,,,,,,,,,,,8.08,,,,,,,,,,
06-Jan-2019,22:30,06-Jan-2019,22:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,134.36,,18.58,44.83,63.42,1.34,,,,,,,,,,,,,6.74,,,,,,,,,,
06-Jan-2019,22:45,06-Jan-2019,23:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,134.36,,18.57,41.31,59.88,1.35,,,,,,,,,,,,,6.5,,,,,,,,,,
06-Jan-2019,23:00,06-Jan-2019,23:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,128.28,,16.24,41.42,57.66,1.3,,,,,,,,,,,,,2.89,,,,,,,,,,
06-Jan-2019,23:15,06-Jan-2019,23:30,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,127.16,,11.35,33.46,44.81,1.3,,,,,,,,,,,,,6.11,,,,,,,,,,
06-Jan-2019,23:30,06-Jan-2019,23:45,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,127.16,,12.28,35.11,47.39,1.26,,,,,,,,,,,,,5.94,,,,,,,,,,
06-Jan-2019,23:45,07-Jan-2019,00:00,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,127.16,,10.25,30.33,40.58,1.31,,,,,,,,,,,,,4.02,,,,,,,,,,
07-Jan-2019,00:00,07-Jan-2019,00:15,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,,,,,,,,,,108.55,,6.41,24.65,31.05,1.26,,,,,,,,,,,,,4.35,,,,,,,,,,
